No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,DEWP,PRES,RAIN,WSPM,station,,TEMP mean,PRES mean,DEWP mean,RAIN mean,WSPM mean,,TEMP std,PRES std,DEWP std,RAIN std,WSPM std
34364,2017,1,30,19,70,81,20,32,100,62,-2.5,-25.7,1024,0,1,Changping,,,,,,,,,,,,
34365,2017,1,30,20,79,79,27,49,1400,37,-3.4,-24.4,1023.7,0,0.7,Changping,,,,,,,,,,,,
34366,2017,1,30,21,95,99,26,36,1100,38,-3.4,-24.4,1023.3,0,0.5,Changping,,,,,,,,,,,,
34367,2017,1,30,22,69,80,29,46,1400,30,-3.5,-24.5,1022.7,0,1.4,Changping,,,,,,,,,,,,
34368,2017,1,30,23,65,65,20,28,1400,42,-3.6,-24,1022.8,0,0.9,Changping,,,,,,,,,,,,
34369,2017,1,31,0,55,55,15,21,1100,48,-3,-24.7,1022.5,0,1.1,Changping,,,,,,,,,,,,
34370,2017,1,31,1,65,65,16,17,1400,37,-3.5,-23.9,1022.3,0,1,Changping,,,,,,,,,,,,
34371,2017,1,31,2,64,64,19,11,800,21,-3.5,-23.9,1022,0,0.8,Changping,,,,,,,,,,,,
34372,2017,1,31,3,55,55,12,13,700,24,-3.6,-23.4,1021.5,0,1.1,Changping,,,,,,,,,,,,
34373,2017,1,31,4,44,46,8,16,400,70,-3.5,-22.7,1020.8,0,0.8,Changping,,,,,,,,,,,,
34374,2017,1,31,5,48,48,16,39,800,16,-3.4,-22.7,1020.1,0,0.7,Changping,,,,,,,,,,,,
34375,2017,1,31,6,40,41,23,29,900,32,-3.6,-23.4,1019.7,0,0.6,Changping,,,,,,,,,,,,
34376,2017,1,31,7,60,76,42,45,1400,20,-4,-22.1,1019.8,0,0.6,Changping,,,,,,,,,,,,
34377,2017,1,31,8,79,95,40,61,2300,6,-4.5,-20.7,1020.1,0,0.6,Changping,,,,,,,,,,,,
34378,2017,1,31,9,79,79,55,53,200,15,-2.8,-22.1,1020,0,1.1,Changping,,,,,,,,,,,,
34379,2017,1,31,10,84,109,55,54,2100,19,-0.6,-20.9,1019.7,0,1.7,Changping,,,,,,,,,,,,
34380,2017,1,31,11,89,98,50,55,200,23,1.3,-21.8,1019.5,0,1.8,Changping,,,,,,,,,,,,
34381,2017,1,31,12,74,75,42,47,1700,33,3.3,-21.7,1018.4,0,1.5,Changping,,,,,,,,,,,,
34382,2017,1,31,13,60,60,32,35,1200,46,4.8,-22.3,1016.9,0,1.2,Changping,,,,,,,,,,,,
34383,2017,1,31,14,44,44,21,30,900,53,6.4,-25.6,1016.1,0,4.1,Changping,,,,,,,,,,,,
34384,2017,1,31,15,20,37,13,23,700,59,7.1,-23.8,1015.8,0,3.9,Changping,,,,,,,,,,,,
34385,2017,1,31,16,27,48,15,25,700,58,6.7,-22.9,1016.1,0,4.2,Changping,,,,,,,,,,,,
34386,2017,1,31,17,23,51,15,27,700,57,5.7,-23.7,1017.2,0,3.5,Changping,,,,,,,,,,,,
34387,2017,1,31,18,23,43,12,26,700,55,3.8,-24.1,1018.2,0,1.9,Changping,,,,,,,,,,,,
34388,2017,1,31,19,11,32,5,16,400,62,2.5,-24.1,1019.4,0,2.2,Changping,,,,,,,,,,,,
34389,2017,1,31,20,14,34,8,17,500,59,0.6,-23.1,1020.3,0,0.5,Changping,,,,,,,,,,,,
34390,2017,1,31,21,11,31,7,15,500,61,1.3,-22.6,1021.3,0,2.9,Changping,,,,,,,,,,,,
34391,2017,1,31,22,7,30,6,12,300,61,0.6,-21.7,1022.5,0,2.1,Changping,,,,,,,,,,,,
34392,2017,1,31,23,8,26,5,8,300,63,-0.7,-21.5,1024,0,1.1,Changping,,,,,,,,,,,,
34393,2017,2,1,0,8,29,7,11,500,60,-1.2,-21.4,1024.7,0,2.7,Changping,,,,,,,,,,,,
34394,2017,2,1,1,19,35,11,13,600,52,-2.3,-21.2,1025.4,0,1.5,Changping,,,,,,,,,,,,
34395,2017,2,1,2,12,31,11,13,700,51,-3,-21.3,1026.1,0,1.4,Changping,,,,,,,,,,,,
34396,2017,2,1,3,12,28,11,11,700,51,-5.1,-21.7,1026.8,0,1.1,Changping,,,,,,,,,,,,
34397,2017,2,1,4,11,25,12,12,800,50,-4.7,-21.8,1027.3,0,1.1,Changping,,,,,,,,,,,,
34398,2017,2,1,5,11,25,13,12,800,52,-4.6,-21.7,1028.1,0,1,Changping,,,,,,,,,,,,
34399,2017,2,1,6,12,27,12,18,800,47,-5,-22,1028.9,0,1.9,Changping,,,,,,,,,,,,
34400,2017,2,1,7,11,13,13,21,800,43,-5.7,-21.8,1029,0,2.2,Changping,,,,,,,,,,,,
34401,2017,2,1,8,12,29,17,20,800,47,-4.6,-22.6,1030,0,1.1,Changping,,,,,,,,,,,,
34402,2017,2,1,9,11,16,15,18,600,53,-1.2,-23.2,1030.6,0,1.1,Changping,,,,,,,,,,,,
34403,2017,2,1,10,11,17,9,13,500,56,0.5,-24,1030.4,0,1.4,Changping,,,,,,,,,,,,
34404,2017,2,1,11,9,9,8,11,400,61,1.9,-24.6,1030.1,0,1.8,Changping,,,,,,,,,,,,
34405,2017,2,1,12,6,12,8,12,400,63,2.4,-26.2,1029.3,0,3.1,Changping,,,,,,,,,,,,
34406,2017,2,1,13,14,18,8,11,700,52,3.7,-26.4,1028.2,0,1.4,Changping,,,,,,,,,,,,
34407,2017,2,1,14,6,11,2,2,100,63,5,-26.7,1027.1,0,1.6,Changping,,,,,,,,,,,,
34409,2017,2,1,16,6,14,7,15,400,62,5.1,-24.1,1026.5,0,2.5,Changping,,,,,,,,,,,,
34410,2017,2,1,17,13,23,8,26,600,55,3.2,-22.7,1026.3,0,2.5,Changping,,,,,,,,,,,,
34411,2017,2,1,18,25,42,13,39,700,47,1.6,-21.6,1026.5,0,1.6,Changping,,,,,,,,,,,,
34412,2017,2,1,19,59,91,31,45,1200,44,0.3,-20.1,1026.5,0,1.2,Changping,,,,,,,,,,,,
34413,2017,2,1,20,83,124,40,54,1400,32,-2.1,-20,1026.2,0,1.2,Changping,,,,,,,,,,,,
34414,2017,2,1,21,91,97,39,42,1200,28,-3,-21.8,1026,0,0.7,Changping,,,,,,,,,,,,
34415,2017,2,1,22,60,63,25,32,1100,35,-4.1,-21.7,1026,0,0.7,Changping,,,,,,,,,,,,
34416,2017,2,1,23,42,47,25,46,1300,23,-5.4,-21.5,1025.7,0,1.1,Changping,,,,,,,,,,,,
34417,2017,2,2,0,41,46,19,30,1200,35,-5.4,-21.9,1025.6,0,1.8,Changping,,,,,,,,,,,,
34418,2017,2,2,1,41,41,16,18,1200,33,-5.8,-21.9,1025.3,0,1.4,Changping,,,,,,,,,,,,
34419,2017,2,2,2,39,39,29,17,900,16,-6.6,-21.3,1025,0,1.9,Changping,,,,,,,,,,,,
34420,2017,2,2,3,36,37,9,7,700,26,-7.7,-21.2,1024.6,0,1.2,Changping,,,,,,,,,,,,
34421,2017,2,2,4,41,47,2,12,500,63,-8.1,-20.9,1024.3,0,1.4,Changping,,,,,,,,,,,,
34422,2017,2,2,5,52,61,12,60,2200,2,-8.7,-20.8,1024,0,1.6,Changping,,,,,,,,,,,,
34423,2017,2,2,6,103,103,34,68,3900,4,-9,-20.8,1023.5,0,0.5,Changping,,,,,,,,,,,,
34424,2017,2,2,7,74,98,32,67,2400,4,-9,-20.2,1023.3,0,1.6,Changping,,,,,,,,,,,,
34425,2017,2,2,8,119,117,61,75,3700,4,-8.3,-19.2,1023.6,0,0.7,Changping,,,,,,,,,,,,
34426,2017,2,2,9,84,95,39,57,3100,6,-4.6,-18.8,1023.7,0,1.3,Changping,,,,,,,,,,,,
34427,2017,2,2,10,85,90,37,56,2600,9,-1.4,-18.5,1023.3,0,1.2,Changping,,,,,,,,,,,,
34428,2017,2,2,11,98,108,49,61,2500,16,0.1,-20.3,1022.7,0,1.2,Changping,,,,,,,,,,,,
34429,2017,2,2,12,95,95,46,60,2200,23,2.8,-20.6,1021.5,0,1.4,Changping,,,,,,,,,,,,
34430,2017,2,2,13,61,61,29,42,1300,41,4.5,-21.6,1019.8,0,1.6,Changping,,,,,,,,,,,,
34431,2017,2,2,14,61,61,27,45,1300,47,5.5,-20.8,1018.5,0,1.6,Changping,,,,,,,,,,,,
34432,2017,2,2,15,64,64,31,46,1300,50,5.9,-20.5,1018,0,2,Changping,,,,,,,,,,,,
34433,2017,2,2,16,61,63,27,44,1200,51,5.8,-21.5,1017.5,0,1.1,Changping,,,,,,,,,,,,
34434,2017,2,2,17,58,61,26,49,1100,49,4.6,-20.7,1017.4,0,1.2,Changping,,,,,,,,,,,,
34435,2017,2,2,18,59,68,30,65,1300,36,2.7,-19.3,1017.5,0,0.7,Changping,,,,,,,,,,,,
34436,2017,2,2,19,73,91,34,94,1600,10,0.3,-19.5,1017.9,0,1,Changping,,,,,,,,,,,,
34437,2017,2,2,20,93,93,41,89,2100,8,0.4,-18.9,1017.7,0,0.5,Changping,,,,,,,,,,,,
34438,2017,2,2,21,80,80,33,61,1800,23,-0.5,-19.1,1017.6,0,0.6,Changping,,,,,,,,,,,,
34439,2017,2,2,22,75,75,30,51,1700,27,-1.4,-18.9,1017.3,0,0.6,Changping,,,,,,,,,,,,
34440,2017,2,2,23,78,78,29,48,1700,26,-1.9,-18.9,1017.1,0,1.4,Changping,,,,,,,,,,,,
34441,2017,2,3,0,78,78,26,45,1800,27,-2.5,-18.6,1016.6,0,1,Changping,,,,,,,,,,,,
34442,2017,2,3,1,77,77,31,59,1800,16,-3,-18.6,1016.6,0,1.6,Changping,,,,,,,,,,,,
34443,2017,2,3,2,78,81,23,57,1800,14,-4,-18.3,1016.8,0,0.9,Changping,,,,,,,,,,,,
34444,2017,2,3,3,69,69,26,46,1900,23,-4.1,-18.4,1016.4,0,1.4,Changping,,,,,,,,,,,,
34445,2017,2,3,4,73,73,33,65,2200,11,-4.3,-18.6,1016.2,0,1.3,Changping,,,,,,,,,,,,
34446,2017,2,3,5,72,72,26,53,1700,17,-4.5,-18.4,1015.8,0,1.6,Changping,,,,,,,,,,,,
34447,2017,2,3,6,67,69,26,48,1700,20,-5.1,-17.9,1015.8,0,1,Changping,,,,,,,,,,,,
34448,2017,2,3,7,74,79,30,76,1800,3,-5.5,-17.9,1016.1,0,0.2,Changping,,,,,,,,,,,,
34449,2017,2,3,8,79,84,18,66,2100,3,-5.3,-17.7,1016.4,0,1.4,Changping,,,,,,,,,,,,
34450,2017,2,3,9,87,94,29,71,2400,3,-3.5,-16.8,1016.4,0,1.2,Changping,,,,,,,,,,,,
34451,2017,2,3,10,142,224,63,89,4400,4,0.1,-16.7,1016,0,0.7,Changping,,,,,,,,,,,,
34452,2017,2,3,11,166,179,66,102,4300,4,2.1,-16.9,1015.4,0,0.8,Changping,,,,,,,,,,,,
34453,2017,2,3,12,143,143,50,93,300,9,4.1,-16.9,1014.2,0,1.7,Changping,,,,,,,,,,,,
34454,2017,2,3,13,127,127,47,83,2400,22,5.4,-16.4,1012.9,0,1.5,Changping,,,,,,,,,,,,
34455,2017,2,3,14,129,129,57,76,2200,33,5.5,-17,1011.8,0,1.6,Changping,,,,,,,,,,,,
34456,2017,2,3,15,105,105,41,59,1600,45,6,-17.3,1011.4,0,1.6,Changping,,,,,,,,,,,,
34457,2017,2,3,16,106,106,45,61,1700,48,5.8,-17.4,1010.9,0,1.6,Changping,,,,,,,,,,,,
34458,2017,2,3,17,117,117,49,66,1700,46,5.3,-17.2,1011.3,0,1.5,Changping,,,,,,,,,,,,
34459,2017,2,3,18,111,118,42,74,1700,36,4.4,-16.7,1011.8,0,1.2,Changping,,,,,,,,,,,,
34460,2017,2,3,19,130,141,43,84,200,24,2.9,-16.2,1012.1,0,0.8,Changping,,,,,,,,,,,,
34461,2017,2,3,20,142,142,55,105,2400,9,0.3,-16.6,1011.6,0,0.7,Changping,,,,,,,,,,,,
34462,2017,2,3,21,131,133,42,82,2200,17,-0.7,-15.8,1011.7,0,0.6,Changping,,,,,,,,,,,,
34463,2017,2,3,22,165,167,45,91,2700,12,0.1,-15.5,1011.6,0,1.2,Changping,,,,,,,,,,,,
34464,2017,2,3,23,178,178,46,79,2600,21,1.3,-14.4,1011.5,0,0.8,Changping,,,,,,,,,,,,
34465,2017,2,4,0,183,195,59,94,3200,11,0.3,-14.9,1011.7,0,1.2,Changping,,,,,,,,,,,,
34466,2017,2,4,1,196,196,62,88,3500,2,0.5,-13.9,1011.3,0,0.6,Changping,,,,,,,,,,,,
34467,2017,2,4,2,197,197,46,55,2600,2,0.9,-13.2,1011.1,0,1.1,Changping,,,,,,,,,,,,
34468,2017,2,4,3,216,216,25,57,3100,2,0.4,-13.3,1010.7,0,1.1,Changping,,,,,,,,,,,,
34469,2017,2,4,4,200,200,19,47,1300,48,0.7,-13.4,1010,0,1.1,Changping,,,,,,,,,,,,
34470,2017,2,4,5,203,203,35,110,2600,2,-0.7,-13,1009.9,0,0.9,Changping,,,,,,,,,,,,
34471,2017,2,4,6,209,209,39,106,3900,4,-2.1,-13,1009.8,0,0.8,Changping,,,,,,,,,,,,
34472,2017,2,4,7,207,207,34,91,3500,5,-2.3,-12.4,1010,0,0.5,Changping,,,,,,,,,,,,
34473,2017,2,4,8,237,242,44,93,4100,6,-2.2,-12.3,1010.5,0,1.7,Changping,,,,,,,,,,,,
34474,2017,2,4,9,240,246,52,80,3400,10,-1.4,-11.8,1010.6,0,1.3,Changping,,,,,,,,,,,,
34475,2017,2,4,10,255,255,66,99,400,6,2.2,-11.4,1010.3,0,1,Changping,,,,,,,,,,,,
34476,2017,2,4,11,290,297,77,118,4600,8,4.3,-10.6,1009.8,0,1,Changping,,,,,,,,,,,,
34477,2017,2,4,12,296,296,72,123,4200,14,6.5,-10.3,1008.7,0,1.2,Changping,,,,,,,,,,,,
34478,2017,2,4,13,266,266,68,108,3600,33,8.2,-9.7,1007.5,0,1.9,Changping,,,,,,,,,,,,
34479,2017,2,4,14,228,228,58,97,300,43,9.9,-9.8,1006.3,0,1.7,Changping,,,,,,,,,,,,
34480,2017,2,4,15,136,136,35,62,1800,62,10.7,-8.6,1005.9,0,5.4,Changping,,,,,,,,,,,,
34481,2017,2,4,16,35,35,11,36,800,66,10.6,-8.7,1005.9,0,3.8,Changping,,,,,,,,,,,,
34482,2017,2,4,17,30,39,14,40,800,56,9.3,-8.3,1006.9,0,4.7,Changping,,,,,,,,,,,,
34483,2017,2,4,18,23,25,14,43,800,49,7.3,-8.7,1008.1,0,2.3,Changping,,,,,,,,,,,,
34484,2017,2,4,19,15,15,8,23,600,67,7,-10.3,1008.9,0,2.5,Changping,,,,,,,,,,,,
34485,2017,2,4,20,15,15,6,22,500,69,6.5,-13.2,1009.9,0,2.7,Changping,,,,,,,,,,,,
34486,2017,2,4,21,8,11,5,15,500,75,6,-12.1,1010.5,0,3,Changping,,,,,,,,,,,,
34487,2017,2,4,22,10,10,5,13,500,74,5.1,-11.1,1010.8,0,1.5,Changping,,,,,,,,,,,,
34488,2017,2,4,23,21,21,10,26,900,59,2.9,-10.7,1010.9,0,1.2,Changping,,,,,,,,,,,,
34489,2017,2,5,0,22,22,11,37,800,44,0.1,-11,1011,0,1.6,Changping,,,,,,,,,,,,
34490,2017,2,5,1,19,19,11,20,600,61,2.6,-10,1011,0,1.9,Changping,,,,,,,,,,,,
34491,2017,2,5,2,20,23,11,22,600,55,0.5,-10.4,1011.4,0,1.3,Changping,,,,,,,,,,,,
34492,2017,2,5,3,21,25,11,28,900,47,1.1,-10.4,1012,0,1.6,Changping,,,,,,,,,,,,
34493,2017,2,5,4,22,28,13,25,800,48,0.7,-10.5,1012.3,0,2.1,Changping,,,,,,,,,,,,
34494,2017,2,5,5,22,22,15,28,900,41,0.5,-12.2,1012.7,0,1.6,Changping,,,,,,,,,,,,
34495,2017,2,5,6,17,22,13,24,700,46,1.2,-13.7,1012.5,0,2.9,Changping,,,,,,,,,,,,
34496,2017,2,5,7,14,20,11,24,700,49,1.2,-15.8,1013.4,0,4.6,Changping,,,,,,,,,,,,
34497,2017,2,5,8,13,21,12,23,700,49,1.1,-15.9,1013.9,0,4.1,Changping,,,,,,,,,,,,
34498,2017,2,5,9,16,17,14,25,700,48,3,-16.2,1014.5,0,5.1,Changping,,,,,,,,,,,,
34499,2017,2,5,10,9,26,9,21,500,53,4.3,-16.7,1014.1,0,6.7,Changping,,,,,,,,,,,,
34500,2017,2,5,11,12,19,8,20,500,59,6,-17.3,1014.2,0,4.1,Changping,,,,,,,,,,,,
34501,2017,2,5,12,9,20,6,17,400,66,7.4,-17.6,1013.4,0,2.7,Changping,,,,,,,,,,,,
34502,2017,2,5,13,11,13,6,14,400,71,7.8,-17.3,1012.2,0,4,Changping,,,,,,,,,,,,
34503,2017,2,5,14,10,30,6,16,400,73,8.4,-17.6,1011.5,0,3.8,Changping,,,,,,,,,,,,
34504,2017,2,5,15,16,32,7,19,400,73,8.8,-16.5,1011.5,0,3.4,Changping,,,,,,,,,,,,
34505,2017,2,5,16,21,23,7,18,400,75,8.2,-17,1011.5,0,2.4,Changping,,,,,,,,,,,,
34506,2017,2,5,17,8,17,4,16,300,73,7.8,-18.1,1012.4,0,3.2,Changping,,,,,,,,,,,,
34507,2017,2,5,18,7,18,5,18,400,74,6.3,-17.7,1013.8,0,1.8,Changping,,,,,,,,,,,,
34508,2017,2,5,19,7,18,5,15,400,76,5.3,-17.2,1014.8,0,1.2,Changping,,,,,,,,,,,,
34509,2017,2,5,20,7,17,6,18,400,70,4,-16.4,1015.9,0,1.5,Changping,,,,,,,,,,,,
34510,2017,2,5,21,5,15,5,14,400,72,3.7,-15.6,1016.4,0,1.3,Changping,,,,,,,,,,,,
34511,2017,2,5,22,9,15,6,19,400,65,2.9,-15.7,1017.3,0,1.6,Changping,,,,,,,,,,,,
34512,2017,2,5,23,4,11,5,13,500,67,2.566666667,-15.4,1018,0,1,Changping,,,,,,,,,,,,
34513,2017,2,6,0,3,14,5,10,400,71,2.56,-15.7,1018,0,1.3,Changping,,,,,,,,,,,,
34514,2017,2,6,1,3,12,4,7,800,58,2.25,-15.8,1018.5,0,1.8,Changping,,,,,,,,,,,,
34515,2017,2,6,2,4,9,10,2,200,40,1.95,-15.9,1019,0,3.2,Changping,,,,,,,,,,,,
34516,2017,2,6,3,3,10,4,3,200,46,1.375,-16.2,1020.5,0,2.3,Changping,,,,,,,,,,,,
34517,2017,2,6,4,7,15,4,4,200,76,0.05,-15.9,1020.75,0,1.8,Changping,,,,,,,,,,,,
34518,2017,2,6,5,12,27,8,51,700,76,-2.45,-14.8,1021.75,0,1.3,Changping,,,,,,,,,,,,
34519,2017,2,6,6,21,46,13,73,1000,6,-3.15,-14.6,1022,0,0.8,Changping,,,,,,,,,,,,
34520,2017,2,6,7,26,62,22,78,1000,4,-3.5,-14.6,1022,0,0.4,Changping,,,,,,,,,,,,
34521,2017,2,6,8,40,63,26,73,1900,7,-3.8,-14.3,1023.8,0,0.9,Changping,,,,,,,,,,,,
34522,2017,2,6,9,25,57,25,58,1300,16,0.1,-14.3,1024.6,0,0.8,Changping,,,,,,,,,,,,
34523,2017,2,6,10,35,68,26,51,1300,26,1,-14.7,1024.9,0,1.7,Changping,,,,,,,,,,,,
34524,2017,2,6,11,35,43,21,47,1100,31,2.6,-15,1024.9,0,2.2,Changping,,,,,,,,,,,,
34525,2017,2,6,12,18,19,17,35,700,46,3.8,-17.2,1024.2,0,2.5,Changping,,,,,,,,,,,,
34526,2017,2,6,13,13,13,6,19,400,63,3.9,-18.3,1022.8,0,1.8,Changping,,,,,,,,,,,,
34527,2017,2,6,14,11,11,5,17,400,66,4.7,-18.3,1022,0,2.2,Changping,,,,,,,,,,,,
34528,2017,2,6,15,10,10,3,16,300,67,4.5,-19.2,1021.7,0,2.5,Changping,,,,,,,,,,,,
34529,2017,2,6,16,3,6,5,2,300,44,3.7,-19.9,1022,0,1.8,Changping,,,,,,,,,,,,
34530,2017,2,6,17,3,5,3,2,400,19,3.4,-20.9,1022.1,0,1,Changping,,,,,,,,,,,,
34531,2017,2,6,18,8,8,4,2,100,76,3,-21.2,1022.3,0,1.4,Changping,,,,,,,,,,,,
34532,2017,2,6,19,14,15,13,48,500,21,2.4,-18.9,1022.4,0,2,Changping,,,,,,,,,,,,
34533,2017,2,6,20,31,32,22,71,800,14,1.6,-17.4,1022.9,0,1.9,Changping,,,,,,,,,,,,
34534,2017,2,6,21,37,42,19,55,800,23,0.3,-17,1023.2,0,1.3,Changping,,,,,,,,,,,,
34535,2017,2,6,22,42,47,22,65,900,14,-0.5,-16.4,1023.4,0,0.8,Changping,,,,,,,,,,,,
34536,2017,2,6,23,47,51,23,59,900,71,-1.3,-17.1,1023.3,0,0.9,Changping,,,,,,,,,,,,
34537,2017,2,7,0,47,48,19,57,1100,67,-1.6,-16.6,1023.5,0,0.7,Changping,,,,,,,,,,,,
34538,2017,2,7,1,42,42,16,41,900,21,-1.6,-16.6,1023.1,0,0.8,Changping,,,,,,,,,,,,
34539,2017,2,7,2,34,34,14,34,900,24,-2.2,-16.3,1022.8,0,0.1,Changping,,,,,,,,,,,,
34540,2017,2,7,3,33,43,14,40,900,19,-1.6,-16.6,1023,0,0.7,Changping,,,,,,,,,,,,
34541,2017,2,7,4,48,52,20,54,1300,67,-1.1,-16.5,1022.5,0,1.3,Changping,,,,,,,,,,,,
34542,2017,2,7,5,49,53,20,55,1200,67,-0.8,-16.3,1022.3,0,1.1,Changping,,,,,,,,,,,,
34543,2017,2,7,6,57,59,18,61,1000,4,-1.6,-15.1,1021.9,0,1.2,Changping,,,,,,,,,,,,
34544,2017,2,7,7,62,79,21,69,1600,67,-1.3,-15.2,1022.4,0,0.9,Changping,,,,,,,,,,,,
34545,2017,2,7,8,72,83,23,67,1000,2,-1.7,-14.8,1022.8,0,1,Changping,,,,,,,,,,,,
34546,2017,2,7,9,65,76,25,62,1400,6,-1.2,-14.4,1023.2,0,1.4,Changping,,,,,,,,,,,,
34547,2017,2,7,10,69,76,24,59,1400,9,-0.7,-14.3,1023.2,0,2,Changping,,,,,,,,,,,,
34548,2017,2,7,11,82,102,24,64,1500,10,-0.8,-8.3,1023.2,0,1.5,Changping,,,,,,,,,,,,
34549,2017,2,7,12,96,99,18,75,1600,7,-1.4,-6,1022.7,0,1.4,Changping,,,,,,,,,,,,
34550,2017,2,7,13,94,94,20,67,1500,13,-0.5,-6.3,1021.7,0,1.7,Changping,,,,,,,,,,,,
34551,2017,2,7,14,93,93,21,64,1400,19,-0.2,-6.4,1021,0,1.8,Changping,,,,,,,,,,,,
34552,2017,2,7,15,92,97,22,63,1300,21,0.7,-6.9,1020.7,0,1.1,Changping,,,,,,,,,,,,
34553,2017,2,7,16,82,82,20,58,1200,25,0.8,-7,1020.3,0,0.7,Changping,,,,,,,,,,,,
34554,2017,2,7,17,86,93,16,66,1200,21,0.5,-7,1020.3,0,0.8,Changping,,,,,,,,,,,,
34555,2017,2,7,18,98,110,12,82,1500,25,-0.3,-6.9,1020.7,0,1.4,Changping,,,,,,,,,,,,
34556,2017,2,7,19,118,142,12,94,1900,25,-1.1,-6.9,1021.2,0,1.1,Changping,,,,,,,,,,,,
34557,2017,2,7,20,134,146,16,97,2500,2,-1.4,-7.3,1021,0,1.2,Changping,,,,,,,,,,,,
34558,2017,2,7,21,108,108,14,69,1800,8,-2.4,-7.9,1020.9,0,1.5,Changping,,,,,,,,,,,,
34559,2017,2,7,22,97,97,8,77,1600,25,-2.9,-7.6,1021,0,1.1,Changping,,,,,,,,,,,,
34560,2017,2,7,23,113,113,10,80,2400,2,-3.6,-7.7,1021,0,1.4,Changping,,,,,,,,,,,,
34561,2017,2,8,0,115,115,10,80,2100,2,-3.4,-7.5,1021.3,0,0.7,Changping,,,,,,,,,,,,
34562,2017,2,8,1,112,112,9,63,2100,2,-3.5,-7.6,1021.2,0,0.6,Changping,,,,,,,,,,,,
34563,2017,2,8,2,101,101,36,35,1100,2,-3.1,-7.4,1021.3,0,2,Changping,,,,,,,,,,,,
34564,2017,2,8,3,88,88,13,28,1100,7,-2.9,-7.8,1021.1,0,2.1,Changping,,,,,,,,,,,,
34565,2017,2,8,4,49,53,5,18,500,25,-3.5,-8.8,1020.8,0,1.2,Changping,,,,,,,,,,,,
34566,2017,2,8,5,39,39,8,28,700,29,-0.8,-12.7,1021.2,0,3,Changping,,,,,,,,,,,,
34567,2017,2,8,6,7,25,3,17,500,58,-0.6,-15.3,1021.7,0,2.6,Changping,,,,,,,,,,,,
34568,2017,2,8,7,9,35,2,15,400,60,-1.2,-16.6,1022.3,0,2.2,Changping,,,,,,,,,,,,
34569,2017,2,8,8,5,17,2,15,400,62,-0.9,-16.7,1022.8,0,4.1,Changping,,,,,,,,,,,,
34570,2017,2,8,9,4,12,2,15,400,57,0,-16.8,1023.3,0,3.7,Changping,,,,,,,,,,,,
34571,2017,2,8,10,8,19,3,16,400,54,0.9,-15.6,1023.2,0,3.7,Changping,,,,,,,,,,,,
34572,2017,2,8,11,12,27,6,20,500,51,2.2,-15.8,1023,0,3.6,Changping,,,,,,,,,,,,
34573,2017,2,8,12,11,49,3,16,400,55,2.8,-16.9,1022,0,4,Changping,,,,,,,,,,,,
34574,2017,2,8,13,14,45,2,11,300,64,2.9,-21.3,1021.3,0,4.9,Changping,,,,,,,,,,,,
34575,2017,2,8,14,7,24,2,9,300,66,3.2,-22.7,1020.8,0,4.2,Changping,,,,,,,,,,,,
34576,2017,2,8,15,5,28,2,11,300,65,3,-22.8,1020.9,0,6,Changping,,,,,,,,,,,,
34577,2017,2,8,16,6,26,2,11,300,64,2.3,-22.5,1021,0,4.3,Changping,,,,,,,,,,,,
34578,2017,2,8,17,8,29,2,10,300,67,1.1,-22.7,1021.1,0,3.8,Changping,,,,,,,,,,,,
34579,2017,2,8,18,8,27,2,12,300,67,-0.9,-21.7,1022.2,0,4.3,Changping,,,,,,,,,,,,
34580,2017,2,8,19,8,29,2,12,300,59,-2,-20.9,1023.2,0,3.6,Changping,,,,,,,,,,,,
34581,2017,2,8,20,11,25,3,11,300,63,-2.9,-20.7,1023.7,0,1.6,Changping,,,,,,,,,,,,
34582,2017,2,8,21,9,22,6,16,400,61,-3.2,-20.5,1023.9,0,1.6,Changping,,,,,,,,,,,,
34583,2017,2,8,22,6,16,4,15,400,63,-3.3,-21,1023.9,0,2.7,Changping,,,,,,,,,,,,
34584,2017,2,8,23,10,20,3,14,500,67,-4.2,-20.5,1023.6,0,2,Changping,,,,,,,,,,,,
34585,2017,2,9,0,12,22,4,32,800,67,-4,-19.5,1023.2,0,3.4,Changping,,,,,,,,,,,,
34586,2017,2,9,1,10,15,4,29,700,67,-5,-19.6,1022.4,0,1,Changping,,,,,,,,,,,,
34587,2017,2,9,2,13,15,2,21,600,67,-4.5,-19.9,1022,0,2,Changping,,,,,,,,,,,,
34589,2017,2,9,4,11,15,4,21,700,67,-4.4,-20.6,1020.7,0,2.8,Changping,,,,,,,,,,,,
34590,2017,2,9,5,11,13,3,15,600,67,-4.5,-20.3,1020.5,0,2.9,Changping,,,,,,,,,,,,
34591,2017,2,9,6,10,19,4,22,600,67,-4.7,-20.5,1020.6,0,4.1,Changping,,,,,,,,,,,,
34592,2017,2,9,7,8,21,6,26,700,67,-4.7,-20.9,1020.7,0,4.5,Changping,,,,,,,,,,,,
34593,2017,2,9,8,13,23,6,29,700,67,-4.6,-20.8,1021,0,4.3,Changping,,,,,,,,,,,,
34594,2017,2,9,9,8,27,4,19,700,45,-3.3,-20.6,1020.8,0,5.1,Changping,,,,,,,,,,,,
34595,2017,2,9,10,5,23,3,17,600,45,-2.1,-21,1020.8,0,5.9,Changping,,,,,,,,,,,,
